1.0	0.99	1.0	0.95	1.0	0.99	0.99	0.98	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	0.99	0.89	0.98	0.92	0.83	0.95	0.94	0.82	0.98	0.38	0.44	0.41	0.44	0.39	0.42	0.42	0.1	0.49	0.51	0.49	0.48	0.48	0.47	0.51	0.48	0.38	0.48	0.48	0.47	0.48	0.31	0.32	0.32	0.31	0.33	0.35	0.34	0.31	0.3	0.36	0.31	0.36	0.36	0.32	0.29	0.36	0.33	0.3	0.34	0.32	0.3	0.33	0.28	0.31	0.32	0.36	0.37	0.37	0.32	0.98	1.0	0.95	0.99	0.44	0.41	0.46
0.99	1.0	1.0	0.95	0.99	0.99	1.0	0.98	1.0	0.99	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	0.99	0.99	1.0	1.0	0.99	1.0	0.98	0.99	0.89	0.98	0.92	0.83	0.95	0.94	0.81	0.98	0.37	0.44	0.41	0.44	0.39	0.42	0.42	0.1	0.49	0.51	0.49	0.47	0.48	0.47	0.51	0.48	0.38	0.48	0.47	0.47	0.48	0.31	0.32	0.31	0.31	0.33	0.34	0.34	0.32	0.3	0.36	0.31	0.35	0.36	0.32	0.29	0.35	0.32	0.3	0.33	0.32	0.3	0.33	0.28	0.3	0.31	0.35	0.37	0.36	0.32	0.97	1.0	0.94	0.99	0.44	0.41	0.46
1.0	1.0	1.0	0.95	1.0	1.0	1.0	0.99	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99	0.98	0.89	0.99	0.92	0.83	0.95	0.94	0.82	0.98	0.37	0.44	0.41	0.45	0.39	0.41	0.42	0.1	0.49	0.51	0.49	0.47	0.48	0.48	0.51	0.48	0.39	0.48	0.48	0.47	0.48	0.31	0.32	0.31	0.31	0.34	0.35	0.34	0.32	0.3	0.36	0.31	0.36	0.36	0.32	0.29	0.36	0.32	0.3	0.34	0.32	0.3	0.33	0.28	0.3	0.32	0.36	0.37	0.37	0.32	0.97	1.0	0.94	0.99	0.44	0.42	0.46
0.95	0.95	0.95	1.0	0.95	0.95	0.95	0.95	0.95	0.95	0.96	0.95	0.95	0.95	0.95	0.95	0.95	0.94	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.87	0.96	0.88	0.82	0.91	0.9	0.82	0.94	0.39	0.43	0.41	0.44	0.39	0.41	0.42	0.13	0.48	0.5	0.48	0.46	0.47	0.46	0.5	0.47	0.38	0.47	0.47	0.45	0.48	0.31	0.32	0.32	0.31	0.35	0.36	0.34	0.33	0.31	0.38	0.32	0.36	0.36	0.34	0.31	0.37	0.34	0.3	0.34	0.32	0.31	0.33	0.29	0.33	0.33	0.36	0.37	0.36	0.32	0.95	0.95	0.93	0.96	0.45	0.41	0.45
1.0	0.99	1.0	0.95	1.0	0.99	0.99	0.98	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	0.99	0.89	0.98	0.92	0.83	0.95	0.94	0.82	0.98	0.38	0.44	0.41	0.44	0.39	0.42	0.42	0.1	0.49	0.51	0.49	0.48	0.48	0.47	0.51	0.48	0.38	0.48	0.48	0.47	0.48	0.31	0.32	0.32	0.31	0.33	0.35	0.34	0.31	0.3	0.36	0.31	0.36	0.36	0.32	0.29	0.36	0.33	0.3	0.34	0.32	0.3	0.33	0.28	0.31	0.32	0.36	0.37	0.37	0.32	0.98	1.0	0.95	0.99	0.44	0.41	0.46
0.99	0.99	1.0	0.95	0.99	1.0	1.0	0.99	1.0	0.99	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	0.99	0.99	1.0	1.0	0.99	1.0	0.99	0.98	0.89	0.98	0.92	0.83	0.95	0.94	0.81	0.98	0.37	0.44	0.41	0.45	0.39	0.41	0.43	0.1	0.48	0.51	0.49	0.47	0.48	0.48	0.51	0.48	0.39	0.48	0.47	0.47	0.48	0.31	0.32	0.32	0.31	0.34	0.35	0.34	0.32	0.3	0.36	0.32	0.36	0.36	0.32	0.29	0.36	0.33	0.3	0.34	0.32	0.3	0.33	0.28	0.31	0.32	0.36	0.37	0.37	0.32	0.97	1.0	0.94	0.99	0.45	0.41	0.46
0.99	1.0	1.0	0.95	0.99	1.0	1.0	0.99	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	1.0	0.99	0.99	0.89	0.98	0.92	0.84	0.95	0.94	0.81	0.98	0.37	0.44	0.41	0.44	0.39	0.41	0.42	0.1	0.49	0.51	0.49	0.47	0.48	0.48	0.51	0.48	0.38	0.48	0.47	0.47	0.48	0.31	0.32	0.31	0.31	0.34	0.34	0.34	0.32	0.3	0.36	0.31	0.35	0.36	0.32	0.29	0.36	0.32	0.3	0.34	0.32	0.3	0.33	0.28	0.3	0.32	0.35	0.37	0.36	0.32	0.97	1.0	0.94	0.99	0.44	0.41	0.46
0.98	0.98	0.99	0.95	0.98	0.99	0.99	1.0	0.99	0.99	0.97	0.99	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.98	0.99	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.99	0.99	0.99	0.98	0.97	0.88	0.99	0.92	0.83	0.94	0.93	0.82	0.97	0.38	0.44	0.42	0.45	0.39	0.42	0.43	0.11	0.49	0.52	0.5	0.48	0.49	0.48	0.51	0.49	0.39	0.49	0.48	0.48	0.49	0.32	0.33	0.32	0.31	0.35	0.35	0.35	0.32	0.31	0.37	0.32	0.36	0.37	0.33	0.3	0.36	0.33	0.31	0.34	0.33	0.31	0.33	0.29	0.31	0.32	0.36	0.38	0.37	0.32	0.97	0.99	0.95	0.98	0.45	0.42	0.46
1.0	1.0	1.0	0.95	1.0	1.0	1.0	0.99	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99	0.98	0.89	0.99	0.92	0.83	0.95	0.94	0.82	0.98	0.37	0.44	0.41	0.45	0.39	0.41	0.42	0.1	0.49	0.51	0.49	0.47	0.48	0.48	0.51	0.48	0.39	0.48	0.48	0.47	0.48	0.31	0.32	0.31	0.31	0.34	0.35	0.34	0.32	0.3	0.36	0.31	0.36	0.36	0.32	0.29	0.36	0.32	0.3	0.34	0.32	0.3	0.33	0.28	0.3	0.32	0.36	0.37	0.37	0.32	0.97	1.0	0.94	0.99	0.44	0.42	0.46
1.0	0.99	1.0	0.95	1.0	0.99	1.0	0.99	1.0	1.0	0.98	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99	1.0	0.99	0.99	0.89	0.98	0.92	0.83	0.95	0.94	0.82	0.98	0.38	0.44	0.41	0.44	0.39	0.42	0.42	0.1	0.49	0.51	0.49	0.48	0.48	0.48	0.51	0.48	0.38	0.48	0.48	0.47	0.48	0.31	0.32	0.32	0.31	0.34	0.35	0.34	0.32	0.3	0.36	0.31	0.36	0.36	0.32	0.29	0.36	0.33	0.3	0.34	0.32	0.3	0.33	0.28	0.31	0.32	0.36	0.37	0.37	0.32	0.98	1.0	0.94	0.99	0.44	0.41	0.46
